awayteam,date,away_FG,away_FGA,away_FGpct,away_3P,away_3PA,away_3Ppct,away_FT,away_FTA,away_FTpct,away_PF,away_PTS
New Orleans Pelicans,2019-11-02,40,94,.426,11,32,.344,13,22,.591,25,104
Denver Nuggets,2019-11-02,27,73,.370,9,28,.321,28,39,.718,14,91
Philadelphia 76ers,2019-11-02,54,107,.505,11,33,.333,10,12,.833,23,129
Minnesota Timberwolves,2019-11-02,51,94,.543,17,39,.436,12,17,.706,23,131
Dallas Mavericks,2019-11-03,50,94,.532,20,41,.488,11,13,.846,21,131
Chicago Bulls,2019-11-03,36,84,.429,9,29,.310,14,25,.560,21,95
Utah Jazz,2019-11-03,31,78,.397,10,31,.323,22,31,.710,30,94
Houston Rockets,2019-11-03,31,79,.392,14,48,.292,24,31,.774,24,100
Sacramento Kings,2019-11-03,41,85,.482,15,39,.385,16,25,.640,29,113
Los Angeles Lakers,2019-11-03,42,87,.483,6,24,.250,13,19,.684,22,103
New Orleans Pelicans,2019-11-04,48,97,.495,13,32,.406,16,21,.762,26,125
Portland Trail Blazers,2019-11-04,47,105,.448,13,40,.325,11,14,.786,23,118
Houston Rockets,2019-11-04,35,93,.376,17,50,.340,20,29,.690,21,107
Milwaukee Bucks,2019-11-04,50,93,.538,14,39,.359,20,30,.667,20,134
Philadelphia 76ers,2019-11-04,42,89,.472,13,29,.448,12,20,.600,29,109
Detroit Pistons,2019-11-04,34,82,.415,13,27,.481,18,23,.783,20,99
San Antonio Spurs,2019-11-05,38,91,.418,8,33,.242,16,23,.696,17,100
Los Angeles Lakers,2019-11-05,45,92,.489,11,33,.333,17,24,.708,18,118
Indiana Pacers,2019-11-05,51,94,.543,12,30,.400,6,7,.857,34,120
Boston Celtics,2019-11-05,48,85,.565,12,30,.400,11,15,.733,23,119
Miami Heat,2019-11-05,32,88,.364,9,29,.310,16,25,.640,21,89
Orlando Magic,2019-11-05,32,82,.390,3,22,.136,27,31,.871,24,94
Chicago Bulls,2019-11-06,41,82,.500,13,33,.394,18,27,.667,30,113
Orlando Magic,2019-11-06,39,80,.488,6,24,.250,22,28,.786,30,106
New York Knicks,2019-11-06,39,80,.488,11,25,.440,13,21,.619,20,102
Golden State Warriors,2019-11-06,38,96,.396,13,33,.394,23,28,.821,12,112
Washington Wizards,2019-11-06,37,95,.389,13,40,.325,19,19,1.000,26,106
Milwaukee Bucks,2019-11-06,42,98,.429,18,49,.367,27,34,.794,28,129
Minnesota Timberwolves,2019-11-06,43,96,.448,16,45,.356,19,26,.731,22,121
Sacramento Kings,2019-11-06,42,95,.442,20,44,.455,16,21,.762,23,120
Philadelphia 76ers,2019-11-06,33,80,.413,8,25,.320,30,34,.882,20,104
Boston Celtics,2019-11-07,40,93,.430,10,33,.303,18,23,.783,19,108
Portland Trail Blazers,2019-11-07,39,104,.375,11,39,.282,12,16,.750,27,101
Miami Heat,2019-11-07,45,82,.549,15,28,.536,19,24,.792,28,124
Oklahoma City Thunder,2019-11-07,42,80,.525,10,21,.476,18,24,.750,14,112
Sacramento Kings,2019-11-08,42,76,.553,18,31,.581,19,22,.864,19,121
New York Knicks,2019-11-08,37,89,.416,14,28,.500,18,31,.581,20,106
Philadelphia 76ers,2019-11-08,38,86,.442,13,26,.500,8,17,.471,19,97
Detroit Pistons,2019-11-08,39,86,.453,13,33,.394,15,18,.833,26,106
Miami Heat,2019-11-08,28,80,.350,6,35,.171,18,24,.750,12,80
Golden State Warriors,2019-11-08,43,103,.417,10,35,.286,23,24,.958,26,119
Toronto Raptors,2019-11-08,41,93,.441,19,43,.442,21,24,.875,24,122
Memphis Grizzlies,2019-11-08,32,86,.372,11,29,.379,11,13,.846,22,86
Brooklyn Nets,2019-11-08,41,99,.414,16,37,.432,21,30,.700,25,119
Milwaukee Bucks,2019-11-08,34,95,.358,10,36,.278,22,30,.733,26,100
Cleveland Cavaliers,2019-11-08,41,90,.456,6,27,.222,25,29,.862,17,113
Houston Rockets,2019-11-09,39,83,.470,19,44,.432,20,28,.714,21,117
New Orleans Pelicans,2019-11-09,40,75,.533,14,33,.424,21,30,.700,28,115
Dallas Mavericks,2019-11-09,52,97,.536,18,42,.429,16,20,.800,14,138
Golden State Warriors,2019-11-09,42,85,.494,7,22,.318,17,17,1.000,18,108
Boston Celtics,2019-11-09,48,94,.511,14,37,.378,25,28,.893,25,135
Toronto Raptors,2019-11-10,43,89,.483,12,36,.333,15,22,.682,17,113
Denver Nuggets,2019-11-10,39,101,.386,11,28,.393,11,17,.647,30,100
Cleveland Cavaliers,2019-11-10,36,82,.439,8,28,.286,28,31,.903,19,108
Milwaukee Bucks,2019-11-10,47,83,.566,11,28,.393,16,18,.889,21,121
Indiana Pacers,2019-11-10,48,91,.527,9,20,.450,4,5,.800,13,109
Charlotte Hornets,2019-11-10,38,84,.452,14,33,.424,16,22,.727,19,106
Brooklyn Nets,2019-11-10,44,91,.484,8,34,.235,16,17,.941,24,112
Atlanta Hawks,2019-11-10,42,104,.404,11,41,.268,18,25,.720,26,113
Dallas Mavericks,2019-11-11,37,89,.416,11,42,.262,21,28,.750,26,106
Minnesota Timberwolves,2019-11-11,45,89,.506,15,34,.441,15,19,.789,23,120
Utah Jazz,2019-11-11,40,81,.494,16,35,.457,26,32,.813,16,122
Toronto Raptors,2019-11-11,34,85,.400,11,30,.367,9,15,.600,24,88
Houston Rockets,2019-11-11,44,85,.518,12,41,.293,22,32,.688,22,122
Memphis Grizzlies,2019-11-11,44,87,.506,11,28,.393,14,20,.700,20,113
New York Knicks,2019-11-12,36,88,.409,10,32,.313,20,31,.645,28,102
Atlanta Hawks,2019-11-12,44,83,.530,15,34,.441,22,34,.647,21,125
Oklahoma City Thunder,2019-11-12,29,82,.354,6,25,.240,21,24,.875,16,85
Detroit Pistons,2019-11-12,34,78,.436,15,41,.366,25,37,.676,28,108
Cleveland Cavaliers,2019-11-12,38,86,.442,5,21,.238,16,20,.800,13,97
Los Angeles Lakers,2019-11-12,51,95,.537,10,25,.400,11,21,.524,21,123
Portland Trail Blazers,2019-11-12,34,77,.442,8,30,.267,23,30,.767,19,99
Brooklyn Nets,2019-11-12,41,90,.456,11,37,.297,21,25,.840,29,114
Washington Wizards,2019-11-13,50,96,.521,11,29,.379,22,27,.815,23,133
Memphis Grizzlies,2019-11-13,48,89,.539,17,35,.486,6,9,.667,21,119
Los Angeles Clippers,2019-11-13,38,98,.388,10,33,.303,7,14,.500,21,93
Golden State Warriors,2019-11-13,36,89,.404,9,35,.257,13,17,.765,14,94
San Antonio Spurs,2019-11-13,44,90,.489,3,17,.176,23,29,.793,23,114
Philadelphia 76ers,2019-11-13,40,91,.440,8,30,.267,9,13,.692,27,97
Toronto Raptors,2019-11-13,42,92,.457,14,32,.438,16,17,.941,20,114
Miami Heat,2019-11-14,43,79,.544,12,30,.400,10,11,.909,21,108
Brooklyn Nets,2019-11-14,36,95,.379,8,38,.211,13,16,.813,14,93
Chicago Bulls,2019-11-14,38,93,.409,18,43,.419,21,25,.840,29,115
Los Angeles Clippers,2019-11-14,46,84,.548,11,24,.458,24,31,.774,22,127
Dallas Mavericks,2019-11-14,36,84,.429,8,36,.222,23,31,.742,16,103
Atlanta Hawks,2019-11-14,40,91,.440,8,31,.258,24,30,.800,31,112
Detroit Pistons,2019-11-15,40,81,.494,15,35,.429,11,11,1.000,19,106
Boston Celtics,2019-11-15,37,91,.407,13,33,.394,18,23,.783,24,105
Indiana Pacers,2019-11-15,37,82,.451,8,33,.242,20,26,.769,25,102
Sacramento Kings,2019-11-15,36,82,.439,16,39,.410,9,9,1.000,22,97
Utah Jazz,2019-11-15,35,87,.402,9,34,.265,27,32,.844,16,106
Washington Wizards,2019-11-15,54,100,.540,10,28,.357,19,25,.760,22,137
Philadelphia 76ers,2019-11-15,45,90,.500,14,32,.438,15,22,.682,32,119
San Antonio Spurs,2019-11-15,45,89,.506,13,26,.500,6,10,.600,25,109
Brooklyn Nets,2019-11-16,40,88,.455,10,43,.233,27,31,.871,30,117
Toronto Raptors,2019-11-16,37,89,.416,17,41,.415,11,15,.733,20,102
Milwaukee Bucks,2019-11-16,43,96,.448,11,39,.282,5,7,.714,13,102
Atlanta Hawks,2019-11-16,34,90,.378,6,24,.250,27,37,.730,27,101
New Orleans Pelicans,2019-11-16,37,82,.451,16,35,.457,4,6,.667,16,94
Houston Rockets,2019-11-16,43,94,.457,19,49,.388,20,22,.909,18,125
Charlotte Hornets,2019-11-16,36,87,.414,17,48,.354,14,19,.737,18,103
Portland Trail Blazers,2019-11-16,42,93,.452,13,39,.333,24,26,.923,20,121
Philadelphia 76ers,2019-11-17,46,84,.548,9,23,.391,13,17,.765,22,114
Atlanta Hawks,2019-11-17,37,86,.430,8,28,.286,19,25,.760,19,101
Denver Nuggets,2019-11-17,49,89,.551,18,32,.563,15,23,.652,24,131
Golden State Warriors,2019-11-17,37,91,.407,7,25,.280,19,23,.826,19,100
Washington Wizards,2019-11-17,46,97,.474,19,41,.463,10,12,.833,21,121
Boston Celtics,2019-11-17,34,82,.415,10,30,.333,21,24,.875,14,99
Indiana Pacers,2019-11-18,44,101,.436,14,33,.424,13,17,.765,22,115
Milwaukee Bucks,2019-11-18,38,82,.463,15,41,.366,24,35,.686,16,115
San Antonio Spurs,2019-11-18,44,96,.458,8,24,.333,14,16,.875,18,110
Portland Trail Blazers,2019-11-18,40,96,.417,11,36,.306,17,23,.739,21,108
Oklahoma City Thunder,2019-11-18,28,75,.373,7,27,.259,25,28,.893,19,88
Cleveland Cavaliers,2019-11-18,36,76,.474,17,36,.472,16,30,.533,26,105
Boston Celtics,2019-11-18,37,89,.416,12,41,.293,13,17,.765,21,99
Charlotte Hornets,2019-11-18,33,78,.423,15,45,.333,15,24,.625,19,96
Minnesota Timberwolves,2019-11-18,41,89,.461,14,38,.368,16,19,.842,25,112
Oklahoma City Thunder,2019-11-19,38,80,.475,9,28,.321,22,25,.880,22,107
Golden State Warriors,2019-11-19,43,90,.478,9,29,.310,19,22,.864,24,114
Portland Trail Blazers,2019-11-19,40,92,.435,16,29,.552,8,13,.615,23,104
Phoenix Suns,2019-11-19,38,89,.427,12,36,.333,28,34,.824,20,116
Milwaukee Bucks,2019-11-20,46,87,.529,17,43,.395,26,34,.765,25,135
Charlotte Hornets,2019-11-20,30,81,.370,11,33,.333,20,26,.769,23,91
Detroit Pistons,2019-11-20,28,83,.337,8,33,.242,25,32,.781,20,89
Golden State Warriors,2019-11-20,35,90,.389,8,27,.296,16,25,.640,16,94
Houston Rockets,2019-11-20,32,76,.421,12,38,.316,19,25,.760,22,95
Boston Celtics,2019-11-20,41,104,.394,12,45,.267,10,14,.714,22,104
Cleveland Cavaliers,2019-11-20,37,87,.425,12,38,.316,14,16,.875,23,100
Utah Jazz,2019-11-20,35,86,.407,14,33,.424,19,27,.704,21,103
New York Knicks,2019-11-20,40,84,.476,13,25,.520,11,15,.733,25,104
Orlando Magic,2019-11-20,35,91,.385,9,32,.281,18,28,.643,16,97
San Antonio Spurs,2019-11-20,49,93,.527,12,32,.375,22,29,.759,13,132
Portland Trail Blazers,2019-11-21,50,103,.485,17,39,.436,12,14,.857,27,129
New Orleans Pelicans,2019-11-21,47,88,.534,16,35,.457,14,22,.636,25,124
Sacramento Kings,2019-11-22,39,86,.453,4,26,.154,15,19,.789,25,97
Miami Heat,2019-11-22,39,79,.494,14,38,.368,24,28,.857,17,116
Cleveland Cavaliers,2019-11-22,37,86,.430,12,29,.414,15,17,.882,15,101
Boston Celtics,2019-11-22,33,81,.407,7,27,.259,19,23,.826,19,92
Atlanta Hawks,2019-11-22,38,88,.432,10,37,.270,17,17,1.000,18,103
Houston Rockets,2019-11-22,39,84,.464,15,43,.349,26,38,.684,27,119
Los Angeles Lakers,2019-11-22,45,88,.511,17,31,.548,23,29,.793,20,130
San Antonio Spurs,2019-11-22,43,85,.506,6,18,.333,12,16,.750,15,104
Golden State Warriors,2019-11-22,43,94,.457,12,28,.429,11,12,.917,18,109
Charlotte Hornets,2019-11-22,48,93,.516,14,34,.412,8,8,1.000,18,118
Toronto Raptors,2019-11-23,40,88,.455,13,37,.351,26,30,.867,16,119
Chicago Bulls,2019-11-23,43,95,.453,22,47,.468,8,12,.667,20,116
Portland Trail Blazers,2019-11-23,39,87,.448,14,40,.350,12,16,.750,20,104
Orlando Magic,2019-11-23,43,92,.467,13,31,.419,7,9,.778,16,106
Los Angeles Lakers,2019-11-23,38,84,.452,13,39,.333,20,29,.690,14,109
Detroit Pistons,2019-11-23,37,91,.407,10,35,.286,6,10,.600,18,90
Phoenix Suns,2019-11-23,33,96,.344,10,35,.286,24,26,.923,17,100
San Antonio Spurs,2019-11-23,40,75,.533,12,23,.522,19,28,.679,17,111
Miami Heat,2019-11-23,30,75,.400,6,24,.250,20,27,.741,16,86
New Orleans Pelicans,2019-11-23,42,101,.416,17,41,.415,19,20,.950,24,120
Phoenix Suns,2019-11-24,41,82,.500,12,35,.343,10,12,.833,18,104
Dallas Mavericks,2019-11-24,49,102,.480,17,44,.386,22,28,.786,22,137
New Orleans Pelicans,2019-11-24,43,98,.439,13,41,.317,10,18,.556,26,109
Brooklyn Nets,2019-11-24,31,77,.403,14,38,.368,27,34,.794,16,103
Sacramento Kings,2019-11-24,39,81,.481,11,31,.355,24,28,.857,17,113
Minnesota Timberwolves,2019-11-25,41,90,.456,15,35,.429,28,36,.778,25,125
Sacramento Kings,2019-11-25,37,79,.468,18,47,.383,10,15,.667,18,102
Portland Trail Blazers,2019-11-25,46,89,.517,8,27,.296,17,22,.773,20,117
Brooklyn Nets,2019-11-25,44,94,.468,11,34,.324,9,11,.818,21,108
Orlando Magic,2019-11-25,32,84,.381,8,25,.320,16,22,.727,21,88
Oklahoma City Thunder,2019-11-25,40,85,.471,11,32,.344,9,11,.818,16,100
Memphis Grizzlies,2019-11-25,46,96,.479,13,29,.448,9,13,.692,16,114
Charlotte Hornets,2019-11-25,36,87,.414,9,33,.273,19,25,.760,24,100
Utah Jazz,2019-11-25,43,85,.506,21,45,.467,11,12,.917,23,118
Los Angeles Lakers,2019-11-25,44,89,.494,14,33,.424,12,18,.667,18,114
Philadelphia 76ers,2019-11-25,36,88,.409,15,40,.375,9,16,.563,20,96
Los Angeles Clippers,2019-11-26,41,97,.423,11,33,.333,21,30,.700,27,114
Washington Wizards,2019-11-26,40,95,.421,10,40,.250,14,21,.667,22,104
Brooklyn Nets,2019-11-27,40,90,.444,21,56,.375,9,19,.474,22,110
Detroit Pistons,2019-11-27,41,88,.466,10,32,.313,9,15,.600,18,101
Orlando Magic,2019-11-27,45,93,.484,12,33,.364,14,17,.824,22,116
Chicago Bulls,2019-11-27,34,89,.382,10,29,.345,12,18,.667,20,90
Miami Heat,2019-11-27,37,80,.463,14,37,.378,20,27,.741,24,108
Utah Jazz,2019-11-27,36,83,.434,10,32,.313,20,25,.800,21,102
Los Angeles Clippers,2019-11-27,44,95,.463,14,41,.341,19,25,.760,24,121
Atlanta Hawks,2019-11-27,38,94,.404,11,34,.324,15,22,.682,25,102
Los Angeles Lakers,2019-11-27,44,85,.518,8,24,.333,18,25,.720,24,114
Sacramento Kings,2019-11-27,39,95,.411,9,34,.265,4,9,.444,19,91
Washington Wizards,2019-11-27,51,89,.573,19,35,.543,19,20,.950,20,140
Oklahoma City Thunder,2019-11-27,39,88,.443,11,35,.314,30,38,.789,21,119
Minnesota Timberwolves,2019-11-27,37,85,.435,18,40,.450,21,27,.778,19,113
New York Knicks,2019-11-27,33,88,.375,12,41,.293,20,24,.833,17,98
Boston Celtics,2019-11-29,41,93,.441,9,28,.321,16,21,.762,14,107
Milwaukee Bucks,2019-11-29,45,88,.511,12,34,.353,17,23,.739,15,119
Charlotte Hornets,2019-11-29,40,83,.482,19,38,.500,11,15,.733,17,110
Atlanta Hawks,2019-11-29,39,90,.433,9,32,.281,17,18,.944,27,104
Washington Wizards,2019-11-29,38,96,.396,10,37,.270,17,19,.895,23,103
Utah Jazz,2019-11-29,38,95,.400,12,35,.343,15,19,.789,15,103
Golden State Warriors,2019-11-29,30,77,.390,10,28,.357,35,40,.875,23,105
Philadelphia 76ers,2019-11-29,31,72,.431,7,26,.269,32,40,.800,23,101
New Orleans Pelicans,2019-11-29,39,87,.448,11,38,.289,15,21,.714,12,104
Toronto Raptors,2019-11-29,31,84,.369,11,38,.289,17,28,.607,20,90
Dallas Mavericks,2019-11-29,35,85,.412,17,47,.362,33,38,.868,24,120
Chicago Bulls,2019-11-29,36,94,.383,14,38,.368,17,25,.680,22,103
Los Angeles Clippers,2019-11-29,36,92,.391,12,33,.364,13,13,1.000,17,97
Atlanta Hawks,2019-11-30,38,89,.427,15,46,.326,20,25,.800,23,111
Charlotte Hornets,2019-11-30,37,101,.366,15,45,.333,7,8,.875,18,96
Indiana Pacers,2019-11-30,42,76,.553,11,22,.500,21,25,.840,24,116
Denver Nuggets,2019-11-30,36,87,.414,11,32,.344,14,21,.667,21,97
Miami Heat,2019-12-01,37,95,.389,12,37,.324,23,28,.821,17,109
San Antonio Spurs,2019-12-01,36,88,.409,7,26,.269,19,22,.864,15,98
Washington Wizards,2019-12-01,47,102,.461,11,30,.367,20,27,.741,29,125
Dallas Mavericks,2019-12-01,42,97,.433,17,49,.347,13,18,.722,20,114
Memphis Grizzlies,2019-12-01,41,100,.410,16,40,.400,17,21,.810,26,115
Oklahoma City Thunder,2019-12-01,38,81,.469,11,33,.333,20,26,.769,14,107
Boston Celtics,2019-12-01,41,93,.441,15,41,.366,16,22,.727,28,113
Golden State Warriors,2019-12-01,36,91,.396,6,23,.261,18,23,.783,17,96
Utah Jazz,2019-12-01,38,90,.422,13,35,.371,21,29,.724,17,110
Golden State Warriors,2019-12-02,33,83,.398,3,17,.176,10,12,.833,20,79
Phoenix Suns,2019-12-02,39,88,.443,9,42,.214,22,30,.733,21,109
Indiana Pacers,2019-12-02,44,88,.500,16,38,.421,13,15,.867,22,117
New York Knicks,2019-12-02,28,91,.308,10,39,.256,22,33,.667,21,88
Utah Jazz,2019-12-02,38,81,.469,5,22,.227,13,20,.650,26,94
Chicago Bulls,2019-12-02,36,75,.480,16,37,.432,25,29,.862,20,113
Detroit Pistons,2019-12-03,51,94,.543,18,35,.514,7,11,.636,16,127
Los Angeles Lakers,2019-12-03,39,84,.464,7,24,.292,20,30,.667,23,105
Portland Trail Blazers,2019-12-03,39,91,.429,7,27,.259,12,15,.800,23,97
Dallas Mavericks,2019-12-03,38,88,.432,19,45,.422,23,27,.852,14,118
Houston Rockets,2019-12-03,42,111,.378,15,51,.294,34,36,.944,30,133
Miami Heat,2019-12-03,45,99,.455,15,38,.395,16,21,.762,27,121
Orlando Magic,2019-12-03,46,90,.511,15,31,.484,20,27,.741,18,127
Brooklyn Nets,2019-12-04,50,101,.495,14,31,.452,16,18,.889,20,130
Miami Heat,2019-12-04,34,77,.442,14,38,.368,11,17,.647,25,93
Memphis Grizzlies,2019-12-04,37,96,.385,7,30,.233,18,21,.857,28,99
Golden State Warriors,2019-12-04,36,78,.462,9,23,.391,10,15,.667,12,91
Minnesota Timberwolves,2019-12-04,37,89,.416,17,38,.447,23,26,.885,21,114
Milwaukee Bucks,2019-12-04,44,90,.489,14,35,.400,25,27,.926,18,127
Indiana Pacers,2019-12-04,42,87,.483,9,24,.375,14,17,.824,21,107
Phoenix Suns,2019-12-04,43,88,.489,15,33,.455,13,20,.650,20,114
Sacramento Kings,2019-12-04,44,95,.463,11,34,.324,17,23,.739,17,116
Los Angeles Lakers,2019-12-04,46,90,.511,14,29,.483,15,25,.600,17,121
Phoenix Suns,2019-12-05,50,106,.472,14,36,.389,25,27,.926,29,139
Denver Nuggets,2019-12-05,49,87,.563,21,39,.538,10,18,.556,19,129
Houston Rockets,2019-12-05,40,98,.408,22,55,.400,17,19,.895,24,119
Philadelphia 76ers,2019-12-05,41,77,.532,13,28,.464,18,24,.750,24,113
Denver Nuggets,2019-12-06,39,94,.415,5,30,.167,12,15,.800,15,95
Golden State Warriors,2019-12-06,38,71,.535,9,24,.375,15,22,.682,19,100
Brooklyn Nets,2019-12-06,42,88,.477,15,38,.395,12,15,.800,21,111
Orlando Magic,2019-12-06,32,82,.390,9,26,.346,20,23,.870,13,93
Indiana Pacers,2019-12-06,38,83,.458,9,24,.375,16,20,.800,18,101
Washington Wizards,2019-12-06,39,91,.429,12,39,.308,13,14,.929,20,103
Los Angeles Clippers,2019-12-06,33,94,.351,8,32,.250,17,19,.895,19,91
Minnesota Timberwolves,2019-12-06,50,96,.521,13,38,.342,14,20,.700,29,127
Los Angeles Lakers,2019-12-06,46,85,.541,17,36,.472,27,33,.818,23,136
Sacramento Kings,2019-12-06,40,102,.392,9,34,.265,15,18,.833,20,104
New Orleans Pelicans,2019-12-07,32,89,.360,3,32,.094,17,21,.810,23,84
Phoenix Suns,2019-12-07,40,96,.417,11,35,.314,18,28,.643,25,109
Indiana Pacers,2019-12-07,41,85,.482,12,28,.429,10,13,.769,17,104
Cleveland Cavaliers,2019-12-07,36,96,.375,9,35,.257,13,17,.765,17,94
Memphis Grizzlies,2019-12-07,43,81,.531,10,35,.286,16,25,.640,19,112
Denver Nuggets,2019-12-08,36,89,.404,18,42,.429,12,14,.857,23,102
Atlanta Hawks,2019-12-08,44,91,.484,18,45,.400,16,17,.941,24,122
Sacramento Kings,2019-12-08,44,85,.518,13,34,.382,9,11,.818,16,110
Minnesota Timberwolves,2019-12-08,44,84,.524,15,37,.405,22,26,.846,18,125
Chicago Bulls,2019-12-08,35,80,.438,13,36,.361,22,27,.815,31,105
Toronto Raptors,2019-12-08,38,88,.432,11,33,.333,17,20,.850,22,104
Oklahoma City Thunder,2019-12-08,35,85,.412,11,32,.344,27,34,.794,22,108
Los Angeles Clippers,2019-12-08,50,96,.521,15,40,.375,20,27,.741,26,135
Cleveland Cavaliers,2019-12-09,36,91,.396,7,31,.226,9,19,.474,11,88
Toronto Raptors,2019-12-09,34,90,.378,7,29,.241,18,26,.692,12,93
Memphis Grizzlies,2019-12-09,41,82,.500,15,40,.375,13,17,.765,20,110
Sacramento Kings,2019-12-09,40,88,.455,20,45,.444,19,22,.864,17,119
Los Angeles Clippers,2019-12-09,40,97,.412,10,32,.313,20,27,.741,16,110
Orlando Magic,2019-12-09,35,92,.380,10,31,.323,21,26,.808,18,101
Detroit Pistons,2019-12-09,36,85,.424,11,35,.314,22,27,.815,20,105
Minnesota Timberwolves,2019-12-09,40,85,.471,6,22,.273,23,29,.793,23,109
Oklahoma City Thunder,2019-12-09,40,85,.471,8,28,.286,16,19,.842,20,104
Washington Wizards,2019-12-10,38,90,.422,11,35,.314,20,25,.800,24,107
Atlanta Hawks,2019-12-10,45,95,.474,20,54,.370,11,18,.611,23,121
Denver Nuggets,2019-12-10,37,85,.435,7,27,.259,11,12,.917,14,92
New York Knicks,2019-12-10,32,91,.352,7,38,.184,16,26,.615,18,87
Charlotte Hornets,2019-12-11,36,88,.409,15,35,.429,26,32,.813,23,113
Atlanta Hawks,2019-12-11,35,83,.422,13,38,.342,19,26,.731,20,102
Houston Rockets,2019-12-11,43,87,.494,17,42,.405,13,13,1.000,14,116
New York Knicks,2019-12-11,43,90,.478,12,29,.414,26,34,.765,24,124
Boston Celtics,2019-12-11,43,87,.494,14,36,.389,17,22,.773,27,117
New Orleans Pelicans,2019-12-11,39,88,.443,16,45,.356,18,22,.818,17,112
Utah Jazz,2019-12-11,47,83,.566,16,35,.457,17,22,.773,22,127
Los Angeles Lakers,2019-12-11,37,87,.425,12,31,.387,10,19,.526,17,96
Memphis Grizzlies,2019-12-11,42,87,.483,10,24,.417,21,26,.808,28,115
Oklahoma City Thunder,2019-12-11,34,79,.430,13,33,.394,12,18,.667,16,93
Los Angeles Clippers,2019-12-11,38,86,.442,12,40,.300,24,27,.889,21,112
Philadelphia 76ers,2019-12-12,41,82,.500,14,28,.500,19,23,.826,19,115
Portland Trail Blazers,2019-12-12,41,86,.477,9,30,.300,8,11,.727,16,99
Dallas Mavericks,2019-12-12,45,88,.511,16,44,.364,16,23,.696,21,122
Cleveland Cavaliers,2019-12-12,44,96,.458,15,45,.333,14,20,.700,22,117
Indiana Pacers,2019-12-13,46,92,.500,7,22,.318,11,15,.733,21,110
Charlotte Hornets,2019-12-13,30,79,.380,6,31,.194,17,21,.810,16,83
Milwaukee Bucks,2019-12-13,44,87,.506,11,30,.367,28,33,.848,21,127
Los Angeles Lakers,2019-12-13,43,87,.494,12,37,.324,15,23,.652,23,113
Los Angeles Clippers,2019-12-13,39,79,.494,11,25,.440,35,39,.897,30,124
Houston Rockets,2019-12-13,48,86,.558,22,39,.564,12,13,.923,20,130
New Orleans Pelicans,2019-12-13,38,88,.432,9,24,.375,24,35,.686,29,109
New York Knicks,2019-12-13,44,95,.463,9,30,.300,6,10,.600,18,103
Golden State Warriors,2019-12-13,41,91,.451,9,29,.310,15,22,.682,26,106
Los Angeles Clippers,2019-12-14,35,80,.438,10,22,.455,26,36,.722,17,106
Miami Heat,2019-12-14,39,91,.429,16,40,.400,28,34,.824,18,122
Oklahoma City Thunder,2019-12-14,38,81,.469,6,23,.261,20,23,.870,23,102
Detroit Pistons,2019-12-14,41,92,.446,12,37,.324,21,25,.840,15,115
Washington Wizards,2019-12-14,36,85,.424,14,38,.368,25,32,.781,22,111
Cleveland Cavaliers,2019-12-14,41,90,.456,15,35,.429,11,15,.733,19,108
San Antonio Spurs,2019-12-14,44,106,.415,8,30,.267,25,34,.735,22,121
Brooklyn Nets,2019-12-14,39,101,.386,12,46,.261,12,17,.706,20,102
Los Angeles Lakers,2019-12-15,36,84,.429,5,31,.161,24,33,.727,24,101
Philadelphia 76ers,2019-12-15,37,86,.430,5,26,.192,10,17,.588,20,89
New York Knicks,2019-12-15,44,94,.468,8,32,.250,9,10,.900,19,105
Sacramento Kings,2019-12-15,38,63,.603,10,22,.455,14,16,.875,20,100
Charlotte Hornets,2019-12-15,28,91,.308,5,32,.156,24,35,.686,21,85
Orlando Magic,2019-12-15,46,89,.517,17,34,.500,21,26,.808,15,130
Washington Wizards,2019-12-16,49,88,.557,18,34,.529,17,21,.810,27,133
San Antonio Spurs,2019-12-16,39,91,.429,12,33,.364,17,20,.850,22,107
Miami Heat,2019-12-16,37,81,.457,11,24,.458,26,31,.839,26,111
Dallas Mavericks,2019-12-16,41,88,.466,16,41,.390,22,27,.815,23,120
Chicago Bulls,2019-12-16,43,87,.494,9,31,.290,11,13,.846,21,106
Portland Trail Blazers,2019-12-16,40,84,.476,14,34,.412,17,20,.850,27,111
Cleveland Cavaliers,2019-12-16,44,90,.489,12,35,.343,13,17,.765,15,113
Sacramento Kings,2019-12-17,38,91,.418,14,39,.359,12,13,.923,22,102
Los Angeles Lakers,2019-12-17,43,91,.473,8,31,.258,8,17,.471,19,102
Phoenix Suns,2019-12-17,41,102,.402,10,35,.286,7,10,.700,23,99
Brooklyn Nets,2019-12-17,40,96,.417,11,39,.282,17,23,.739,22,108
Atlanta Hawks,2019-12-17,45,99,.455,15,43,.349,15,20,.750,21,120
Orlando Magic,2019-12-17,42,93,.452,7,35,.200,11,15,.733,18,102
Charlotte Hornets,2019-12-18,37,91,.407,13,37,.351,11,18,.611,20,98
Boston Celtics,2019-12-18,35,86,.407,12,38,.316,27,30,.900,21,109
Orlando Magic,2019-12-18,37,87,.425,11,29,.379,19,21,.905,19,104
Toronto Raptors,2019-12-18,39,91,.429,13,35,.371,21,24,.875,20,112
New Orleans Pelicans,2019-12-18,38,86,.442,14,33,.424,17,21,.810,19,107
Memphis Grizzlies,2019-12-18,50,99,.505,10,26,.385,12,15,.800,25,122
Miami Heat,2019-12-18,40,85,.471,12,31,.387,16,20,.800,14,108
Golden State Warriors,2019-12-18,41,103,.398,16,38,.421,14,23,.609,23,112
